nutrition,value,measure,food_product,pr_daily_norm
Total lipid (fat),3.85,G,beef shank,4.935897435897436
"Carbohydrate, by difference",0.0,G,beef shank,0.0
"Calcium, Ca",20.0,MG,beef shank,1.5384615384615385
"Potassium, K",387,MG,beef shank,8.23404255319149
"Zinc, Zn",6.94,MG,beef shank,63.0909090909091
Niacin,5.74,MG,beef shank,35.875
Pantothenic acid,0.35,MG,beef shank,6.999999999999999
Vitamin B-6,0.47,MG,beef shank,27.647058823529413
"Vitamin A, RAE",0.0,UG,beef shank,0.0
"Folate, DFE",8.0,UG,beef shank,2.0
Protein,30.5,G,beef tenderloin,61.0
Total lipid (fat),8.25,G,beef tenderloin,10.576923076923077
"Carbohydrate, by difference",0.0,G,beef tenderloin,0.0
"Fiber, total dietary",0.0,G,beef tenderloin,0.0
"Calcium, Ca",15.0,MG,beef tenderloin,1.153846153846154
"Iron, Fe",3.56,MG,beef tenderloin,19.77777777777778
"Magnesium, Mg",20.0,MG,beef tenderloin,4.761904761904762
"Phosphorus, P",283,MG,beef tenderloin,22.64
"Potassium, K",387,MG,beef tenderloin,8.23404255319149
"Sodium, Na",366,MG,beef tenderloin,15.91304347826087
"Zinc, Zn",4.64,MG,beef tenderloin,42.18181818181818
"Copper, Cu",0.101,MG,beef tenderloin,11.222222222222221
"Selenium, Se",27.8,UG,beef tenderloin,50.54545454545455
"Vitamin A, RAE",2.0,UG,beef tenderloin,0.2222222222222222
Vitamin E (alpha-tocopherol),0.28,MG,beef tenderloin,1.866666666666667
Vitamin D (D2 + D3),0.1,UG,beef tenderloin,0.5
"Vitamin C, total ascorbic acid",0.0,MG,beef tenderloin,0.0
Thiamin,0.07,MG,beef tenderloin,5.833333333333334
Riboflavin,0.438,MG,beef tenderloin,33.69230769230769
Niacin,6.19,MG,beef tenderloin,38.6875
Vitamin B-6,0.759,MG,beef tenderloin,44.64705882352941
Vitamin B-12,4.53,UG,beef tenderloin,188.75000000000003
"Choline, total",73.2,MG,beef tenderloin,13.309090909090909
Vitamin K (phylloquinone),1.4,UG,beef tenderloin,1.1666666666666665
"Folate, DFE",7.0,UG,beef tenderloin,1.7500000000000002
Cholesterol,92.0,MG,beef tenderloin,30.666666666666664
"Fatty acids, total saturated",3.27,G,beef tenderloin,16.35
Protein,0.46,G,beer,0.9199999999999999
Total lipid (fat),0.0,G,beer,0.0
"Carbohydrate, by difference",3.55,G,beer,1.2909090909090908
"Fiber, total dietary",0.0,G,beer,0.0
"Calcium, Ca",4.0,MG,beer,0.3076923076923077
"Iron, Fe",0.02,MG,beer,0.1111111111111111
"Magnesium, Mg",6.0,MG,beer,1.4285714285714286
"Phosphorus, P",14.0,MG,beer,1.1199999999999999
"Potassium, K",27.0,MG,beer,0.574468085106383
"Sodium, Na",4.0,MG,beer,0.17391304347826086
"Zinc, Zn",0.01,MG,beer,0.09090909090909091
"Copper, Cu",0.005,MG,beer,0.5555555555555556
"Selenium, Se",0.6,UG,beer,1.0909090909090908
"Vitamin A, RAE",0.0,UG,beer,0.0
Vitamin E (alpha-tocopherol),0.0,MG,beer,0.0
Vitamin D (D2 + D3),0.0,UG,beer,0.0
"Vitamin C, total ascorbic acid",0.0,MG,beer,0.0
Thiamin,0.005,MG,beer,0.4166666666666667
Riboflavin,0.025,MG,beer,1.9230769230769231
Niacin,0.513,MG,beer,3.2062500000000003
Vitamin B-6,0.046,MG,beer,2.705882352941176
Vitamin B-12,0.02,UG,beer,0.8333333333333334
"Choline, total",10.1,MG,beer,1.8363636363636364
Vitamin K (phylloquinone),0.0,UG,beer,0.0
"Folate, DFE",6.0,UG,beer,1.5
Cholesterol,0.0,MG,beer,0.0
"Fatty acids, total saturated",0.0,G,beer,0.0
Protein,0.8,G,beet,1.6
Total lipid (fat),0.08,G,beet,0.10256410256410256
"Carbohydrate, by difference",16.3,G,beet,5.927272727272728
"Fiber, total dietary",0.8,G,beet,2.857142857142857
"Calcium, Ca",11.0,MG,beet,0.8461538461538461
"Iron, Fe",0.41,MG,beet,2.2777777777777777
"Magnesium, Mg",15.0,MG,beet,3.571428571428571
"Phosphorus, P",17.0,MG,beet,1.3599999999999999
"Potassium, K",115,MG,beet,2.4468085106382977
"Sodium, Na",149,MG,beet,6.478260869565218
"Zinc, Zn",0.26,MG,beet,2.3636363636363638
"Copper, Cu",0.116,MG,beet,12.88888888888889
"Selenium, Se",1.0,UG,beet,1.8181818181818181
"Vitamin A, RAE",2.0,UG,beet,0.2222222222222222
Vitamin E (alpha-tocopherol),0.06,MG,beet,0.4
Vitamin D (D2 + D3),0.0,UG,beet,0.0
"Vitamin C, total ascorbic acid",2.3,MG,beet,2.5555555555555554
Thiamin,0.01,MG,beet,0.8333333333333334
Riboflavin,0.048,MG,beet,3.692307692307692
Niacin,0.251,MG,beet,1.56875
Vitamin B-6,0.05,MG,beet,2.9411764705882355
Vitamin B-12,0.0,UG,beet,0.0
"Choline, total",15.0,MG,beet,2.727272727272727
Vitamin K (phylloquinone),0.3,UG,beet,0.25
"Folate, DFE",27.0,UG,beet,6.75
Cholesterol,0.0,MG,beet,0.0
"Fatty acids, total saturated",0.013,G,beet,0.065
"Iron, Fe",0.186,MG,bell pepper,1.0333333333333332
"Magnesium, Mg",9.0,MG,bell pepper,2.142857142857143
"Phosphorus, P",16.8,MG,bell pepper,1.344
"Potassium, K",163,MG,bell pepper,3.4680851063829787
"Sodium, Na",0.0,MG,bell pepper,0.0
"Zinc, Zn",0.126,MG,bell pepper,1.1454545454545455
"Copper, Cu",0.0578,MG,bell pepper,6.4222222222222225
"Vitamin C, total ascorbic acid",99.5,MG,bell pepper,110.55555555555556
Total lipid (fat),0.106,G,bell pepper,0.1358974358974359
"Manganese, Mn",0.0999,MG,bell pepper,4.343478260869565
Thiamin,0.0391,MG,bell pepper,3.2583333333333337
Riboflavin,0.0888,MG,bell pepper,6.8307692307692305
Niacin,0.636,MG,bell pepper,3.975
"Selenium, Se",0.0,UG,bell pepper,0.0
"Fiber, total dietary",0.942,G,bell pepper,3.364285714285714
Vitamin B-6,0.247,MG,bell pepper,14.529411764705882
Biotin,0.0,UG,bell pepper,0.0
"Calcium, Ca",7.5,MG,bell pepper,0.576923076923077
Protein,0.715,G,bell pepper,1.43
"Carbohydrate, by difference",4.78,G,bell pepper,1.7381818181818183
Protein,0.67,G,berry,1.34
Total lipid (fat),0.25,G,berry,0.3205128205128205
"Carbohydrate, by difference",9.69,G,berry,3.5236363636363635
"Fiber, total dietary",2.0,G,berry,7.142857142857142
"Calcium, Ca",10.0,MG,berry,0.7692307692307693
"Iron, Fe",0.28,MG,berry,1.5555555555555556
"Magnesium, Mg",10.0,MG,berry,2.380952380952381
"Phosphorus, P",18.0,MG,berry,1.44
"Potassium, K",85.0,MG,berry,1.8085106382978722
"Sodium, Na",7.0,MG,berry,0.30434782608695654
"Zinc, Zn",0.17,MG,berry,1.5454545454545454
"Copper, Cu",0.1,MG,berry,11.111111111111112
"Selenium, Se",0.3,UG,berry,0.5454545454545454
"Vitamin A, RAE",2.0,UG,berry,0.2222222222222222
Vitamin E (alpha-tocopherol),0.37,MG,berry,2.466666666666667
Vitamin D (D2 + D3),0.0,UG,berry,0.0
"Vitamin C, total ascorbic acid",42.1,MG,berry,46.77777777777778
Thiamin,0.029,MG,berry,2.416666666666667
Riboflavin,0.024,MG,berry,1.846153846153846
Niacin,0.396,MG,berry,2.475
Vitamin B-6,0.04,MG,berry,2.3529411764705883
Vitamin B-12,0.0,UG,berry,0.0
"Choline, total",5.8,MG,berry,1.0545454545454545
Vitamin K (phylloquinone),7.3,UG,berry,6.083333333333333
"Folate, DFE",7.0,UG,berry,1.7500000000000002
Cholesterol,0.0,MG,berry,0.0
"Fatty acids, total saturated",0.008,G,berry,0.04
Protein,7.05,G,biscuit,14.099999999999998
Total lipid (fat),10.6,G,biscuit,13.58974358974359
"Carbohydrate, by difference",70.5,G,biscuit,25.636363636363633
"Fiber, total dietary",3.5,G,biscuit,12.5
"Calcium, Ca",0.0,MG,biscuit,0.0
"Iron, Fe",0.0,MG,biscuit,0.0
"Magnesium, Mg",28.0,MG,biscuit,6.666666666666667
"Phosphorus, P",193,MG,biscuit,15.440000000000001
"Potassium, K",307,MG,biscuit,6.531914893617022
"Sodium, Na",370,MG,biscuit,16.08695652173913
"Zinc, Zn",0.61,MG,biscuit,5.545454545454545
"Copper, Cu",0.101,MG,biscuit,11.222222222222221
"Selenium, Se",23.9,UG,biscuit,43.45454545454545
"Vitamin A, RAE",1.0,UG,biscuit,0.1111111111111111
Vitamin E (alpha-tocopherol),0.45,MG,biscuit,3.0000000000000004
Vitamin D (D2 + D3),0.0,UG,biscuit,0.0
"Vitamin C, total ascorbic acid",0.0,MG,biscuit,0.0
Thiamin,0.541,MG,biscuit,45.083333333333336
Riboflavin,0.493,MG,biscuit,37.92307692307692
Niacin,3.86,MG,biscuit,24.125
Vitamin B-6,0.074,MG,biscuit,4.352941176470588
Vitamin B-12,0.19,UG,biscuit,7.916666666666668
"Choline, total",27.0,MG,biscuit,4.909090909090909
Vitamin K (phylloquinone),3.8,UG,biscuit,3.166666666666666
"Folate, DFE",186,UG,biscuit,46.5
Cholesterol,0.0,MG,biscuit,0.0
"Fatty acids, total saturated",5.29,G,biscuit,26.450000000000003
Protein,1.39,G,blackberry,2.78
Total lipid (fat),0.49,G,blackberry,0.6282051282051282
"Carbohydrate, by difference",9.61,G,blackberry,3.494545454545454
"Fiber, total dietary",5.3,G,blackberry,18.928571428571427
"Calcium, Ca",29.0,MG,blackberry,2.230769230769231
"Iron, Fe",0.62,MG,blackberry,3.4444444444444446
"Magnesium, Mg",20.0,MG,blackberry,4.761904761904762
"Phosphorus, P",22.0,MG,blackberry,1.76
"Potassium, K",162,MG,blackberry,3.446808510638298
"Sodium, Na",1.0,MG,blackberry,0.043478260869565216
"Zinc, Zn",0.53,MG,blackberry,4.818181818181818
"Copper, Cu",0.165,MG,blackberry,18.333333333333336
"Selenium, Se",0.4,UG,blackberry,0.7272727272727273
"Vitamin A, RAE",11.0,UG,blackberry,1.2222222222222223
Vitamin E (alpha-tocopherol),1.17,MG,blackberry,7.8
Vitamin D (D2 + D3),0.0,UG,blackberry,0.0
"Vitamin C, total ascorbic acid",21.0,MG,blackberry,23.333333333333332
Thiamin,0.02,MG,blackberry,1.6666666666666667
Riboflavin,0.026,MG,blackberry,1.9999999999999998
Niacin,0.646,MG,blackberry,4.0375000000000005
Vitamin B-6,0.03,MG,blackberry,1.7647058823529411
Vitamin B-12,0.0,UG,blackberry,0.0
"Choline, total",8.5,MG,blackberry,1.5454545454545454
Vitamin K (phylloquinone),19.8,UG,blackberry,16.5
"Folate, DFE",25.0,UG,blackberry,6.25
Cholesterol,0.0,MG,blackberry,0.0
"Fatty acids, total saturated",0.014,G,blackberry,0.06999999999999999
"Choline, total",15.4,MG,blue cheese,2.8000000000000003
"Folate, DFE",36.0,UG,blue cheese,9.0
"Vitamin A, RAE",198,UG,blue cheese,22.0
Vitamin D (D2 + D3),0.5,UG,blue cheese,2.5
"Sodium, Na",1150.0,MG,blue cheese,50.0
Protein,21.4,G,blue cheese,42.8
"Fiber, total dietary",0.0,G,blue cheese,0.0
"Iron, Fe",0.31,MG,blue cheese,1.7222222222222223
"Magnesium, Mg",23.0,MG,blue cheese,5.476190476190476
"Phosphorus, P",387,MG,blue cheese,30.959999999999997
"Copper, Cu",0.04,MG,blue cheese,4.444444444444445
"Manganese, Mn",0.009,MG,blue cheese,0.391304347826087
"Vitamin C, total ascorbic acid",0.0,MG,blue cheese,0.0
Thiamin,0.029,MG,blue cheese,2.416666666666667
Riboflavin,0.382,MG,blue cheese,29.384615384615387
Vitamin B-12,1.22,UG,blue cheese,50.83333333333333
Cholesterol,75.0,MG,blue cheese,25.0
"Fatty acids, total saturated",18.7,G,blue cheese,93.5
"Calcium, Ca",528,MG,blue cheese,40.61538461538461
"Potassium, K",256,MG,blue cheese,5.446808510638298
"Zinc, Zn",2.66,MG,blue cheese,24.181818181818183
Total lipid (fat),28.7,G,blue cheese,36.79487179487179
"Carbohydrate, by difference",2.34,G,blue cheese,0.8509090909090908
Niacin,1.02,MG,blue cheese,6.375
Pantothenic acid,1.73,MG,blue cheese,34.599999999999994
Vitamin B-6,0.166,MG,blue cheese,9.764705882352942
"Selenium, Se",14.5,UG,blue cheese,26.36363636363636
Vitamin E (alpha-tocopherol),0.25,MG,blue cheese,1.6666666666666667
Vitamin K (phylloquinone),2.4,UG,blue cheese,2.0
Vitamin K (phylloquinone),8.8,UG,blueberry,7.333333333333333
Vitamin E (alpha-tocopherol),0.27,MG,blueberry,1.8000000000000003
"Fatty acids, total saturated",0.024,G,blueberry,0.12000000000000001
Vitamin D (D2 + D3),0.0,UG,blueberry,0.0
Cholesterol,0.0,MG,blueberry,0.0
"Choline, total",3.2,MG,blueberry,0.5818181818181819
"Folate, DFE",3.0,UG,blueberry,0.75
"Vitamin A, RAE",2.0,UG,blueberry,0.2222222222222222
"Sodium, Na",1.0,MG,blueberry,0.043478260869565216
Niacin,0.103,MG,blueberry,0.6437499999999999
Pantothenic acid,0.164,MG,blueberry,3.2800000000000002
Vitamin B-6,0.042,MG,blueberry,2.4705882352941178
"Calcium, Ca",5.0,MG,blueberry,0.38461538461538464
"Potassium, K",65.0,MG,blueberry,1.3829787234042552
"Zinc, Zn",0.04,MG,blueberry,0.36363636363636365
Total lipid (fat),0.2,G,blueberry,0.2564102564102564
"Carbohydrate, by difference",16.6,G,blueberry,6.036363636363637
Vitamin B-12,0.0,UG,blueberry,0.0
"Copper, Cu",0.057,MG,blueberry,6.333333333333334
"Vitamin C, total ascorbic acid",13.9,MG,blueberry,15.444444444444445
Thiamin,0.018,MG,blueberry,1.5
Riboflavin,0.043,MG,blueberry,3.3076923076923075
"Fiber, total dietary",1.8,G,blueberry,6.42857142857143
"Iron, Fe",0.4,MG,blueberry,2.2222222222222223
"Magnesium, Mg",3.0,MG,blueberry,0.7142857142857143
"Phosphorus, P",7.0,MG,blueberry,0.5599999999999999
Protein,0.2,G,blueberry,0.4
"Selenium, Se",0.4,UG,blueberry,0.7272727272727273
Protein,1.34,G,bourbon,2.68
Total lipid (fat),2.15,G,bourbon,2.7564102564102564
"Carbohydrate, by difference",29.6,G,bourbon,10.763636363636364
"Fiber, total dietary",1.8,G,bourbon,6.42857142857143
"Calcium, Ca",39.0,MG,bourbon,3.0
"Iron, Fe",0.12,MG,bourbon,0.6666666666666666
"Magnesium, Mg",8.0,MG,bourbon,1.9047619047619049
"Phosphorus, P",37.0,MG,bourbon,2.96
"Potassium, K",134,MG,bourbon,2.851063829787234
"Sodium, Na",62.0,MG,bourbon,2.6956521739130435
"Zinc, Zn",0.14,MG,bourbon,1.2727272727272727
"Copper, Cu",0.025,MG,bourbon,2.777777777777778
"Selenium, Se",0.4,UG,bourbon,0.7272727272727273
"Vitamin A, RAE",5.0,UG,bourbon,0.5555555555555556
Vitamin E (alpha-tocopherol),0.25,MG,bourbon,1.6666666666666667
Vitamin D (D2 + D3),0.0,UG,bourbon,0.0
"Vitamin C, total ascorbic acid",3.6,MG,bourbon,4.0
Thiamin,0.038,MG,bourbon,3.166666666666667
Riboflavin,0.084,MG,bourbon,6.461538461538462
Niacin,0.105,MG,bourbon,0.65625
Vitamin B-6,0.045,MG,bourbon,2.6470588235294117
Vitamin B-12,0.08,UG,bourbon,3.3333333333333335
"Choline, total",4.6,MG,bourbon,0.8363636363636363
Vitamin K (phylloquinone),2.1,UG,bourbon,1.7500000000000002
"Folate, DFE",3.0,UG,bourbon,0.75
Cholesterol,2.0,MG,bourbon,0.6666666666666667
"Fatty acids, total saturated",0.64,G,bourbon,3.2
Protein,9.6,G,bran,19.2
Total lipid (fat),6.0,G,bran,7.6923076923076925
"Carbohydrate, by difference",44.6,G,bran,16.21818181818182
"Fiber, total dietary",3.8,G,bran,13.571428571428571
"Calcium, Ca",95.0,MG,bran,7.307692307692308
"Iron, Fe",3.95,MG,bran,21.944444444444443
"Magnesium, Mg",44.0,MG,bran,10.476190476190476
"Phosphorus, P",122,MG,bran,9.76
"Potassium, K",160,MG,bran,3.404255319148936
"Sodium, Na",458,MG,bran,19.91304347826087
"Zinc, Zn",1.05,MG,bran,9.545454545454547
"Copper, Cu",0.216,MG,bran,24.0
"Selenium, Se",31.8,UG,bran,57.81818181818183
"Vitamin A, RAE",0.0,UG,bran,0.0
Vitamin E (alpha-tocopherol),0.07,MG,bran,0.46666666666666673
Vitamin D (D2 + D3),0.0,UG,bran,0.0
"Vitamin C, total ascorbic acid",0.0,MG,bran,0.0
Thiamin,0.463,MG,bran,38.583333333333336
Riboflavin,0.31,MG,bran,23.846153846153843
Niacin,4.47,MG,bran,27.9375
Vitamin B-6,0.092,MG,bran,5.411764705882352
Vitamin B-12,0.01,UG,bran,0.4166666666666667
"Choline, total",26.5,MG,bran,4.818181818181818
Vitamin K (phylloquinone),3.1,UG,bran,2.5833333333333335
"Folate, DFE",171,UG,bran,42.75
Cholesterol,0.0,MG,bran,0.0
"Fatty acids, total saturated",1.39,G,bran,6.949999999999999
Protein,0.0,G,brandy,0.0
Total lipid (fat),0.0,G,brandy,0.0
"Carbohydrate, by difference",0.0,G,brandy,0.0
"Fiber, total dietary",0.0,G,brandy,0.0
"Calcium, Ca",0.0,MG,brandy,0.0
"Iron, Fe",0.04,MG,brandy,0.2222222222222222
"Magnesium, Mg",0.0,MG,brandy,0.0
"Phosphorus, P",4.0,MG,brandy,0.32
"Potassium, K",2.0,MG,brandy,0.0425531914893617
"Sodium, Na",1.0,MG,brandy,0.043478260869565216
"Zinc, Zn",0.04,MG,brandy,0.36363636363636365
"Copper, Cu",0.021,MG,brandy,2.3333333333333335
"Selenium, Se",0.0,UG,brandy,0.0
"Vitamin A, RAE",0.0,UG,brandy,0.0
Vitamin E (alpha-tocopherol),0.0,MG,brandy,0.0
Vitamin D (D2 + D3),0.0,UG,brandy,0.0
"Vitamin C, total ascorbic acid",0.0,MG,brandy,0.0
Thiamin,0.006,MG,brandy,0.5
Riboflavin,0.004,MG,brandy,0.3076923076923077
Niacin,0.013,MG,brandy,0.08125
Vitamin B-6,0.001,MG,brandy,0.05882352941176471
Vitamin B-12,0.0,UG,brandy,0.0
"Choline, total",0.0,MG,brandy,0.0
Vitamin K (phylloquinone),0.0,UG,brandy,0.0
"Folate, DFE",0.0,UG,brandy,0.0
Cholesterol,0.0,MG,brandy,0.0
"Fatty acids, total saturated",0.0,G,brandy,0.0
Protein,1.34,G,bread,2.68
Total lipid (fat),2.15,G,bread,2.7564102564102564
"Carbohydrate, by difference",29.6,G,bread,10.763636363636364
"Fiber, total dietary",1.8,G,bread,6.42857142857143
"Calcium, Ca",39.0,MG,bread,3.0
"Iron, Fe",0.12,MG,bread,0.6666666666666666
"Magnesium, Mg",8.0,MG,bread,1.9047619047619049
"Phosphorus, P",37.0,MG,bread,2.96
"Potassium, K",134,MG,bread,2.851063829787234
"Sodium, Na",62.0,MG,bread,2.6956521739130435
"Zinc, Zn",0.14,MG,bread,1.2727272727272727
"Copper, Cu",0.025,MG,bread,2.777777777777778
"Selenium, Se",0.4,UG,bread,0.7272727272727273
"Vitamin A, RAE",5.0,UG,bread,0.5555555555555556
Vitamin E (alpha-tocopherol),0.25,MG,bread,1.6666666666666667
Vitamin D (D2 + D3),0.0,UG,bread,0.0
"Vitamin C, total ascorbic acid",3.6,MG,bread,4.0
Thiamin,0.038,MG,bread,3.166666666666667
Riboflavin,0.084,MG,bread,6.461538461538462
Niacin,0.105,MG,bread,0.65625
Vitamin B-6,0.045,MG,bread,2.6470588235294117
Vitamin B-12,0.08,UG,bread,3.3333333333333335
"Choline, total",4.6,MG,bread,0.8363636363636363
Vitamin K (phylloquinone),2.1,UG,bread,1.7500000000000002
"Folate, DFE",3.0,UG,bread,0.75
Cholesterol,2.0,MG,bread,0.6666666666666667
"Fatty acids, total saturated",0.64,G,bread,3.2
Protein,1.34,G,breadcrumbs,2.68
Total lipid (fat),2.15,G,breadcrumbs,2.7564102564102564
"Carbohydrate, by difference",29.6,G,breadcrumbs,10.763636363636364
"Fiber, total dietary",1.8,G,breadcrumbs,6.42857142857143
"Calcium, Ca",39.0,MG,breadcrumbs,3.0
"Iron, Fe",0.12,MG,breadcrumbs,0.6666666666666666
"Magnesium, Mg",8.0,MG,breadcrumbs,1.9047619047619049
"Phosphorus, P",37.0,MG,breadcrumbs,2.96
"Potassium, K",134,MG,breadcrumbs,2.851063829787234
"Sodium, Na",62.0,MG,breadcrumbs,2.6956521739130435
"Zinc, Zn",0.14,MG,breadcrumbs,1.2727272727272727
"Copper, Cu",0.025,MG,breadcrumbs,2.777777777777778
"Selenium, Se",0.4,UG,breadcrumbs,0.7272727272727273
"Vitamin A, RAE",5.0,UG,breadcrumbs,0.5555555555555556
Vitamin E (alpha-tocopherol),0.25,MG,breadcrumbs,1.6666666666666667
Vitamin D (D2 + D3),0.0,UG,breadcrumbs,0.0
"Vitamin C, total ascorbic acid",3.6,MG,breadcrumbs,4.0
Thiamin,0.038,MG,breadcrumbs,3.166666666666667
Riboflavin,0.084,MG,breadcrumbs,6.461538461538462
Niacin,0.105,MG,breadcrumbs,0.65625
Vitamin B-6,0.045,MG,breadcrumbs,2.6470588235294117
Vitamin B-12,0.08,UG,breadcrumbs,3.3333333333333335
"Choline, total",4.6,MG,breadcrumbs,0.8363636363636363
Vitamin K (phylloquinone),2.1,UG,breadcrumbs,1.7500000000000002
"Folate, DFE",3.0,UG,breadcrumbs,0.75
Cholesterol,2.0,MG,breadcrumbs,0.6666666666666667
"Fatty acids, total saturated",0.64,G,breadcrumbs,3.2
Protein,20.8,G,brie,41.6
Total lipid (fat),27.7,G,brie,35.51282051282051
"Carbohydrate, by difference",0.45,G,brie,0.16363636363636364
"Fiber, total dietary",0.0,G,brie,0.0
"Calcium, Ca",184,MG,brie,14.153846153846153
"Iron, Fe",0.5,MG,brie,2.7777777777777777
"Magnesium, Mg",20.0,MG,brie,4.761904761904762
"Phosphorus, P",188,MG,brie,15.040000000000001
"Potassium, K",152,MG,brie,3.234042553191489
"Sodium, Na",629,MG,brie,27.347826086956523
"Zinc, Zn",2.38,MG,brie,21.636363636363633
"Copper, Cu",0.019,MG,brie,2.111111111111111
"Selenium, Se",14.5,UG,brie,26.36363636363636
"Vitamin A, RAE",174,UG,brie,19.333333333333332
Vitamin E (alpha-tocopherol),0.24,MG,brie,1.6
Vitamin D (D2 + D3),0.5,UG,brie,2.5
"Vitamin C, total ascorbic acid",0.0,MG,brie,0.0
Thiamin,0.07,MG,brie,5.833333333333334
Riboflavin,0.52,MG,brie,40.0
Niacin,0.38,MG,brie,2.375
Vitamin B-6,0.235,MG,brie,13.823529411764707
Vitamin B-12,1.65,UG,brie,68.75
"Choline, total",15.4,MG,brie,2.8000000000000003
Vitamin K (phylloquinone),2.3,UG,brie,1.9166666666666665
"Folate, DFE",65.0,UG,brie,16.25
Cholesterol,100,MG,brie,33.33333333333333
"Fatty acids, total saturated",17.4,G,brie,86.99999999999999
Protein,39.9,G,brine,79.8
"Iron, Fe",4.5,MG,brine,25.0
"Sodium, Na",693,MG,brine,30.130434782608695
Thiamin,0.06,MG,brine,5.0
Riboflavin,0.28,MG,brine,21.53846153846154
Cholesterol,107,MG,brine,35.66666666666667
"Fatty acids, total saturated",6.97,G,brine,34.849999999999994
"Calcium, Ca",23.0,MG,brine,1.7692307692307692
"Potassium, K",700,MG,brine,14.893617021276595
Niacin,11.8,MG,brine,73.75
Total lipid (fat),30.0,G,brine,38.46153846153847
"Carbohydrate, by difference",0.0,G,brine,0.0
"Fiber, total dietary",0.0,G,brine,0.0
Protein,29.4,G,brisket,58.8
Total lipid (fat),12.0,G,brisket,15.384615384615385
"Carbohydrate, by difference",0.0,G,brisket,0.0
"Fiber, total dietary",0.0,G,brisket,0.0
"Calcium, Ca",10.0,MG,brisket,0.7692307692307693
"Iron, Fe",2.74,MG,brisket,15.222222222222223
"Magnesium, Mg",22.0,MG,brisket,5.238095238095238
"Phosphorus, P",227,MG,brisket,18.16
"Potassium, K",285,MG,brisket,6.0638297872340425
"Sodium, Na",377,MG,brisket,16.391304347826086
"Zinc, Zn",7.0,MG,brisket,63.63636363636363
"Copper, Cu",0.115,MG,brisket,12.777777777777777
"Selenium, Se",27.2,UG,brisket,49.45454545454545
"Vitamin A, RAE",1.0,UG,brisket,0.1111111111111111
Vitamin E (alpha-tocopherol),0.14,MG,brisket,0.9333333333333335
Vitamin D (D2 + D3),0.2,UG,brisket,1.0
"Vitamin C, total ascorbic acid",0.0,MG,brisket,0.0
Thiamin,0.071,MG,brisket,5.916666666666667
Riboflavin,0.222,MG,brisket,17.076923076923077
Niacin,3.7,MG,brisket,23.125
Vitamin B-6,0.354,MG,brisket,20.823529411764703
Vitamin B-12,2.57,UG,brisket,107.08333333333333
"Choline, total",105,MG,brisket,19.090909090909093
Vitamin K (phylloquinone),1.7,UG,brisket,1.4166666666666665
"Folate, DFE",8.0,UG,brisket,2.0
Cholesterol,94.0,MG,brisket,31.333333333333336
"Fatty acids, total saturated",4.62,G,brisket,23.1
Protein,4.28,G,broccoli,8.56
Total lipid (fat),12.9,G,broccoli,16.538461538461537
"Carbohydrate, by difference",22.4,G,broccoli,8.145454545454545
"Fiber, total dietary",1.7,G,broccoli,6.071428571428571
"Calcium, Ca",43.0,MG,broccoli,3.307692307692308
"Iron, Fe",1.78,MG,broccoli,9.88888888888889
"Magnesium, Mg",17.0,MG,broccoli,4.0476190476190474
"Phosphorus, P",66.0,MG,broccoli,5.28
"Potassium, K",161,MG,broccoli,3.4255319148936167
"Sodium, Na",329,MG,broccoli,14.304347826086957
"Zinc, Zn",0.42,MG,broccoli,3.818181818181818
"Copper, Cu",0.07,MG,broccoli,7.777777777777778
"Selenium, Se",5.9,UG,broccoli,10.727272727272728
"Vitamin A, RAE",8.0,UG,broccoli,0.8888888888888888
Vitamin E (alpha-tocopherol),2.03,MG,broccoli,13.533333333333333
Vitamin D (D2 + D3),0.1,UG,broccoli,0.5
"Vitamin C, total ascorbic acid",30.6,MG,broccoli,34.0
Thiamin,0.274,MG,broccoli,22.833333333333336
